problem,reference_label,base_model_predicted,base_model_correct,quantized_model_predicted,quantized_model_correct,base_model_time,quantized_model_time
"Sentence1: A successful attack could be launched within any type of document that supports VBA , including Microsoft Word , Excel or PowerPoint . Sentence2: But this could happen with any document format that supports VBA , including Word , Excel or PowerPoint .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5137524604797363,0.4772613048553467
"Sentence1: Officials at Brandeis said this was an "" extremely heartrending "" time for the campus . Sentence2: "" This is an extremely heartrending time for the entire Brandeis University community .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,1.3061106204986572,5.128449440002441
"Sentence1: "" If that ain 't a Democrat , I must be at the wrong meeting , "" he said . Sentence2: And if that ain 't a Democrat , then I must be in the wrong meeting , "" he said to thunderous applause from his supporters .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,5.788137912750244,4.515888929367065
Sentence1: Fewer than a dozen FBI agents were dispatched to secure and analyze evidence . Sentence2: Fewer than a dozen FBI agents will be sent to Iraq to secure and analyze evidence of the bombing .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,0.5108308792114258,0.6156837940216064
"Sentence1: Those who only had surgery lived an average of 46 months . Sentence2: For those who got surgery alone , median survival was 41 months .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.3903834819793701,0.4996337890625
Sentence1: Tonight a spokesman for Russia 's foreign ministry said the ministry may issue a statement on Thursday clarifying Russia 's position on cooperation with Iran 's nuclear-energy efforts . Sentence2: Tonight a spokesman for the Russian Foreign Ministry said it might issue a statement on Thursday clarifying Russia 's position on aiding Iran 's nuclear-energy efforts .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,1,1,0.5143115520477295,0.47429990768432617
"Sentence1: A day earlier , a committee appointed by reformist President Mohammad Khatami called for an independent judicial inquiry into Kazemi 's death . Sentence2: A day earlier , a committee appointed by President Mohammad Khatami had called for an independent inquiry into the 54-year-old photojournalist 's death .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,1.3014318943023682,5.252080202102661
"Sentence1: The suite comes complete with a word processor , spreadsheet , presentation software and other components , while continuing its tradition of utilizing an XML-based file format . Sentence2: The suite includes a word processor , spreadsheet , presentation application ( analogous to PowerPoint ) , and other components -- all built around the XML file format .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5149281024932861,0.4787771701812744
"Sentence1: Downstream at Mount Vernon , the Skagit River was expected to crest at 36 feet -- 8 feet above flood stage -- tonight , Burke said . Sentence2: The Skagit was expected to crest during the night at 38 feet at Mount Vernon , 10 feet above flood stage , the National Weather Service said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5125935077667236,0.47826385498046875
"Sentence1: The blue-chip Dow Jones industrial average eased 44 points , or 0.47 percent , to 9,543 , after scoring five consecutive up sessions . Sentence2: The Dow Jones industrial average .DJI rose 18.25 points , or 0.19 percent , to 9,586.71 .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,5.139079332351685,0.5991334915161133
"Sentence1: The Nasdaq composite index inched up 1.28 , or 0.1 percent , to 1,766.60 , following a weekly win of 3.7 percent . Sentence2: The technology-laced Nasdaq Composite Index .IXIC was off 24.44 points , or 1.39 percent , at 1,739.87 .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,1.3250222206115723,0.4753267765045166
"Sentence1: Physicians who violate the ban would be subject to fines and up to two years in prison . Sentence2: Physicians who perform the procedure would face up to two years in prison , under the bill .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,1.297314167022705,0.4737081527709961
"Sentence1: Standard & Poor 's 500 stock index futures declined 4.40 points to 983.50 , while Nasdaq futures fell 6.5 points to 1,206.50 . Sentence2: The Standard & Poor 's 500 Index was up 1.75 points , or 0.18 percent , to 977.68 .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5152554512023926,0.4809393882751465
"Sentence1: For example , Anhalt said , children typically treat a 20-ounce soda bottle as one serving , although it actually contains 2 ½ 8-ounce servings . Sentence2: Anhalt said children typically treat a 20-ounce soda bottle as one serving , while it actually contains 2.5 .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5125689506530762,0.5810451507568359
"Sentence1: The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent . Sentence2: The yield fell 2 basis points to 1.41 percent , after reaching 1.4 percent on May 8 , the lowest since March 12 .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5144503116607666,0.5530507564544678
"Sentence1: Kline 's opinion dealt specifically with abortion providers , but it also would apply to doctors providing other services , such as prenatal care , to a pregnant child under 16 . Sentence2: Kline 's opinion dealt specifically with abortion providers , but later his office said it also would apply to doctors providing services such as prenatal care to pregnant girls under 16 .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,1.2711102962493896,3.7456634044647217
"Sentence1: The United Nations ' International Atomic Energy Agency asked for information on the allegation after the dossier was published , but Britain did not provide any , U.N. officials said . Sentence2: The International Atomic Energy Agency asked for information on the uranium assertions after London 's dossier was published , but Britain did not provide any , U.N. officials said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,4.319527864456177,0.599273681640625
"Sentence1: Sixteen days later , as superheated air from the shuttle 's reentry rushed into the damaged wing , "" there was no possibility for crew survival , "" the board said . Sentence2: Sixteen days later , as superheated air from the shuttle ’ s re-entry rushed into the damaged wing , ‘ ‘ there was no possibility for crew survival , ’ ’ the board said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5170848369598389,0.47573041915893555
"Sentence1: "" The free world and those who love freedom and peace must deal harshly with Hamas and the killers , "" he told reporters as he emerged from a church service . Sentence2: "" It is clear that the free world , those who love freedom and peace , must deal harshly with Hamas and the killers , "" he said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.511911153793335,0.6017765998840332
"Sentence1: The pressure will intensify today , with national coverage of the final round planned by ESPN and words that are even more difficult . Sentence2: The pressure may well rise today , with national coverage of the final round planned by ESPN , the cable sports network .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,5.795140504837036,5.5326056480407715
"Sentence1: Powell fired back : "" He 's accusing the president of a ludicrous act , "" he said . Sentence2: If so , Powell said , he 's calling the president ludicrous , too .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5106465816497803,0.4761064052581787
"Sentence1: The memo on protecting sales of Windows and other desktop software mentioned Linux , a still small but emerging software competitor that is not owned by any specific company . Sentence2: The memo specifically mentioned Linux , a still small but emerging software competitor that is not owned by any specific company .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5158014297485352,4.781882047653198
"Sentence1: Also Tuesday , the United States also released more Iraqi prisoners of war , and officials announced that all would soon be let go . Sentence2: Meanwhile in southern Iraq , the United States released more Iraqi prisoners of war , and officials announced that all would be let go soon .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,1,1,0.5123410224914551,0.5033762454986572
"Sentence1: The resulting lists led toa CBS special , AFI 's 100 Years . . . 100 Heroes & Villains , hosted by Arnold Schwarzenegger . Sentence2: A prime-time special on the list , "" AFI 's 100 Years . . . 100 Heroes & Villains "" aired Tuesday on CBS .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.512570858001709,0.5974113941192627
Sentence1: Police warned residents on Friday not to travel alone and to avoid convenience stores and service stations stores at night . Sentence2: Police advised residents Friday not to travel alone to convenience stores and to be watchful .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,0,0,1,0,1,1.705326795578003,5.532847881317139
